id,city,district,front,size,property_age,bedrooms,bathrooms,livingrooms,kitchen,garage,driver_room,maid_room,furnished,ac,roof,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price
1910, الدمام,   حي المزروعية ,جنوب,320,0,5,4,2,1,1,1,1,0,1,0,1,1,1,1,1,1,0,70000
1911, الدمام,   حي ضاحية الملك فهد ,شمال,250,0,6,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,38000
1912, الدمام,   حي الشعلة ,شرق,325,0,5,5,2,1,1,0,1,0,0,0,0,1,0,1,1,0,0,65000
1913, الدمام,   حي الشاطئ الغربي ,شمال,300,3,5,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,85000
1915, الدمام,   حي النزهة ,شرق,350,7,5,5,2,1,1,0,1,0,1,1,0,0,0,0,0,0,0,75000
1916, الدمام,   حي الندى ,شمال,355,5,7,5,2,1,1,0,0,0,1,0,0,0,0,1,1,0,0,70000
1917, الدمام,   حي بدر ,غرب,270,9,5,5,2,1,1,0,1,0,0,0,0,1,0,1,1,0,0,33000
1918, الدمام,   حي الشعلة ,غرب,300,0,6,4,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,60000
1919, الدمام,   حي ضاحية الملك فهد ,جنوب,250,0,4,3,2,1,1,0,1,0,1,1,0,1,0,1,0,0,0,45000
1920, الدمام,   حي ضاحية الملك فهد ,جنوب,250,0,4,3,2,1,1,0,1,0,1,1,0,1,0,1,0,0,0,45000
1921, الدمام,   حي ضاحية الملك فهد ,شرق,250,0,5,3,2,1,1,0,0,0,0,1,0,1,0,1,0,0,0,35000
1922, الدمام,   حي ضاحية الملك فهد ,غرب,250,0,7,5,3,1,1,0,1,0,0,1,0,1,0,1,1,0,0,33000
1923, الدمام,   حي الشعلة ,غرب,345,4,5,5,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,60000
1924, الدمام,   حي ضاحية الملك فهد ,شمال غربي,250,0,5,4,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,40000
1925, الدمام,   حي ضاحية الملك فهد ,شرق,250,0,5,5,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,35000
1926, الدمام,   حي الشعلة ,جنوب,300,5,5,5,2,1,1,1,1,0,0,1,0,1,0,1,1,0,0,60000
1927, الدمام,   حي الريان ,جنوب,400,14,5,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,70000
1928, الدمام,   حي جامعة الدمام ,جنوب,375,4,4,5,2,1,1,1,1,1,1,1,0,1,0,1,1,0,0,90000
1930, الدمام,   حي طيبة ,شرق,200,0,5,5,2,1,1,0,0,0,0,1,0,0,0,1,1,0,0,43000
1932, الدمام,   حي الشاطئ الغربي ,شمال,365,5,4,5,2,1,1,1,1,0,0,0,0,0,0,1,1,0,0,75000
1933, الدمام,   حي ضاحية الملك فهد ,شرق,250,0,5,5,2,1,1,0,0,0,0,1,0,1,0,1,1,0,0,35000
1934, الدمام,   حي ضاحية الملك فهد ,شرق,250,0,7,5,2,1,1,0,0,0,0,1,0,1,0,1,1,0,0,35000
1935, الدمام,   حي الشعلة ,غرب,500,0,4,5,4,1,1,1,1,0,1,0,0,1,0,0,1,0,0,115000
1936, الدمام,   حي طيبة ,شمال شرقي,435,9,6,5,2,1,1,0,1,1,1,1,0,1,0,0,1,0,0,60000
1937, الدمام,   حي الشاطئ الغربي ,شرق,300,16,3,4,2,1,1,1,0,0,1,0,0,1,0,1,1,0,0,60000
1938, الدمام,   حي الشاطئ الشرقي ,شرق,560,11,7,5,2,1,1,0,1,1,1,1,0,1,1,0,1,0,1,105000
1939, الدمام,   حي الندى ,شمال,455,5,7,5,3,1,1,0,1,0,0,1,0,0,0,1,1,0,1,80000
1940, الدمام,   حي ضاحية الملك فهد ,غرب,340,0,5,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,35000
1941, الدمام,   حي ضاحية الملك فهد ,غرب,340,0,5,5,3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,55000
1942, الدمام,   حي ضاحية الملك فهد ,جنوب,250,0,5,5,3,1,1,0,0,0,0,1,0,1,0,1,0,0,0,35000
1943, الدمام,   حي ضاحية الملك فهد ,غرب,250,5,5,4,2,1,1,0,1,0,0,1,0,1,0,1,1,1,0,32000
1944, الدمام,   حي ضاحية الملك فهد ,جنوب شرقي,250,0,7,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,32000
1945, الدمام,   حي ضاحية الملك فهد ,شرق,250,0,5,5,3,1,1,0,1,0,0,1,0,1,0,1,1,0,0,35000
1946, الدمام,   حي المدينة الصناعية الثانية ,شمال,500,6,4,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32000
1947, الدمام,   حي ضاحية الملك فهد ,شمال,250,0,5,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,30000
1948, الدمام,   حي طيبة ,جنوب,375,0,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60000
1949, الدمام,   حي الشعلة ,جنوب,375,2,5,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000
1950, الدمام,   حي ضاحية الملك فهد ,شرق,300,0,5,5,3,1,1,0,0,0,0,1,0,1,0,1,1,0,0,40000
1951, الدمام,   حي المنار ,شمال شرقي,360,3,6,5,4,1,1,0,1,0,1,1,0,1,0,1,1,0,0,67000
1952, الدمام,   حي ضاحية الملك فهد ,شمال,400,0,7,5,2,0,1,1,1,0,0,0,0,1,0,1,1,0,0,50000
1953, الدمام,   حي ضاحية الملك فهد ,شمال,250,2,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30000
1954, الدمام,   حي المزروعية ,شمال,365,5,4,5,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,7500
1955, الدمام,   حي ضاحية الملك فهد ,شمال,250,0,7,5,3,1,1,0,1,0,0,1,0,1,0,1,1,0,0,35000
1956, الدمام,   حي الشعلة ,شمال,300,3,5,5,2,1,1,0,1,0,1,1,0,0,0,1,1,0,0,55000
1957, الدمام,   حي ضاحية الملك فهد ,جنوب,250,0,4,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,34000
1958, الدمام,   حي جامعة الدمام ,شرق,250,5,5,5,2,1,1,0,1,0,1,1,0,1,0,1,0,0,0,55000
1959, الدمام,   حي طيبة ,شمال,375,6,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,1,1,60000
1960, الدمام,   حي طيبة ,شمال,370,2,5,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,50000
1961, الدمام,   حي الشعلة ,شمال,300,6,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,55000
1962, الدمام,   حي الفيصلية ,شمال شرقي,190,0,3,4,2,1,1,0,1,0,1,0,1,1,0,1,0,0,0,65000
1963, الدمام,   حي الندى ,شمال,320,0,7,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,60000
1964, الدمام,   حي طيبة ,جنوب,300,4,1,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,115000
1965, الدمام,   حي النورس ,غرب,125,5,3,5,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,35000
1966, الدمام,   حي الندى ,شمال,330,0,5,5,2,1,1,0,0,0,0,1,0,1,0,1,1,0,0,85000
1967, الدمام,   حي ضاحية الملك فهد ,غرب,250,2,5,5,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,35000
1968, الدمام,   حي المنار ,شمال,350,0,7,5,2,1,1,1,1,0,1,1,0,1,0,1,1,1,0,90000
1969, الدمام,   حي ضاحية الملك فهد ,شمال,500,0,7,4,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,46000
1970, الدمام,   حي النخيل ,جنوب,400,20,7,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,55000
1971, الدمام,   حي ضاحية الملك فهد ,شرق,250,0,7,5,2,0,1,0,0,0,0,0,0,1,0,1,1,0,0,36000
1972, الدمام,   حي ضاحية الملك فهد ,غرب,300,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1000
1973, الدمام,   حي الشعلة ,غرب,304,0,7,5,2,1,1,0,1,0,1,0,0,1,0,1,1,0,0,60000
1974, الدمام,   حي ضاحية الملك فهد ,شرق,250,3,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,35000
1976, الدمام,   حي ضاحية الملك فهد ,جنوب,250,0,7,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,32000
1977, الدمام,   حي الندى ,شمال,420,5,5,5,2,1,1,0,1,0,0,0,0,1,0,0,1,0,1,70000
1978, الدمام,   حي ضاحية الملك فهد ,شمال,250,0,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37000
1979, الدمام,   حي ضاحية الملك فهد ,شمال,250,5,5,5,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,36000
1980, الدمام,   حي السيف ,غرب,300,11,6,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000
1981, الدمام,   حي الشعلة ,جنوب,300,3,4,5,4,1,1,1,1,0,1,0,0,0,0,0,1,1,0,70000
1982, الدمام,   حي طيبة ,شمال غربي,450,4,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,55000
1983, الدمام,   حي الخالدية الشمالية ,شرق,400,5,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,70000
1984, الدمام,   حي بدر ,غرب,230,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,33000
1985, الدمام,   حي المنار ,جنوب,200,0,7,5,2,1,1,0,1,1,1,1,0,1,0,1,1,0,0,60000
1986, الدمام,   حي الفرسان ,غرب,350,5,4,4,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,30000
1987, الدمام,   حي الاثير ,شرق,205,0,3,2,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,60000
1988, الدمام,   حي المنتزه ,غرب,387,0,5,5,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,140000
1989, الدمام,   حي ضاحية الملك فهد ,شرق,250,0,5,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,35000
1990, الدمام,   حي المدينة الصناعية الثانية ,جنوب,355,0,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,65000
1992, الدمام,   حي الجوهرة ,شمال,250,6,5,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,38000
1993, الدمام,   حي الشاطئ الغربي ,شمال,380,0,5,4,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,60000
1994, الدمام,   حي المنار ,شمال,350,0,7,5,3,1,1,1,1,0,0,0,0,1,0,0,1,0,0,100000
1995, الدمام,   حي ضاحية الملك فهد ,شمال,250,0,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37000
1996, الدمام,   حي ضاحية الملك فهد ,شمال,250,5,5,5,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,36000
1997, الدمام,   حي السيف ,غرب,300,11,6,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000
1998, الدمام,   حي الشعلة ,جنوب,300,3,4,5,4,1,1,1,1,0,1,0,0,0,0,0,1,1,0,70000
1999, الدمام,   حي طيبة ,شمال غربي,450,4,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,55000
2000, الدمام,   حي الخالدية الشمالية ,شرق,400,5,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,70000
2001, الدمام,   حي بدر ,غرب,230,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,33000
2002, الدمام,   حي المنار ,جنوب,200,0,7,5,2,1,1,0,1,1,1,1,0,1,0,1,1,0,0,60000
2003, الدمام,   حي الفرسان ,غرب,350,5,4,4,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,30000
2004, الدمام,   حي الاثير ,شرق,205,0,3,2,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,60000
2005, الدمام,   حي المنتزه ,غرب,387,0,5,5,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,140000
2006, الدمام,   حي ضاحية الملك فهد ,شرق,250,0,5,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,35000
2007, الدمام,   حي المدينة الصناعية الثانية ,جنوب,355,0,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,65000
2009, الدمام,   حي الجوهرة ,شمال,250,6,5,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,38000
2010, الدمام,   حي الشاطئ الغربي ,شمال,380,0,5,4,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,60000
2011, الدمام,   حي المنار ,شمال,350,0,7,5,3,1,1,1,1,0,0,0,0,1,0,0,1,0,0,100000
2012, الدمام,   حي ضاحية الملك فهد ,شمال,250,0,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37000
2013, الدمام,   حي ضاحية الملك فهد ,شمال,250,5,5,5,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,36000
2014, الدمام,   حي السيف ,غرب,300,11,6,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000
2015, الدمام,   حي الشعلة ,جنوب,300,3,4,5,4,1,1,1,1,0,1,0,0,0,0,0,1,1,0,70000
2016, الدمام,   حي طيبة ,شمال غربي,450,4,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,55000
2017, الدمام,   حي الخالدية الشمالية ,شرق,400,5,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,70000
2018, الدمام,   حي بدر ,غرب,230,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,33000
2019, الدمام,   حي المنار ,جنوب,200,0,7,5,2,1,1,0,1,1,1,1,0,1,0,1,1,0,0,60000
2020, الدمام,   حي الفرسان ,غرب,350,5,4,4,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,30000
2021, الدمام,   حي الاثير ,شرق,205,0,3,2,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,60000
2022, الدمام,   حي المنتزه ,غرب,387,0,5,5,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,140000
2023, الدمام,   حي ضاحية الملك فهد ,شرق,250,0,5,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,35000
2024, الدمام,   حي المدينة الصناعية الثانية ,جنوب,355,0,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,65000
2026, الدمام,   حي الجوهرة ,شمال,250,6,5,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,38000
2027, الدمام,   حي الشاطئ الغربي ,شمال,380,0,5,4,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,60000
2028, الدمام,   حي المنار ,شمال,350,0,7,5,3,1,1,1,1,0,0,0,0,1,0,0,1,0,0,100000
2029, الدمام,   حي ضاحية الملك فهد ,شمال,250,0,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37000
2030, الدمام,   حي ضاحية الملك فهد ,شمال,250,5,5,5,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,36000
2031, الدمام,   حي السيف ,غرب,300,11,6,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000
2032, الدمام,   حي الشعلة ,جنوب,300,3,4,5,4,1,1,1,1,0,1,0,0,0,0,0,1,1,0,70000
2033, الدمام,   حي طيبة ,شمال غربي,450,4,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,55000
2034, الدمام,   حي الخالدية الشمالية ,شرق,400,5,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,70000
2035, الدمام,   حي بدر ,غرب,230,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,33000
2036, الدمام,   حي المنار ,جنوب,200,0,7,5,2,1,1,0,1,1,1,1,0,1,0,1,1,0,0,60000
2037, الدمام,   حي الفرسان ,غرب,350,5,4,4,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,30000
2038, الدمام,   حي الاثير ,شرق,205,0,3,2,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,60000
2039, الدمام,   حي المنتزه ,غرب,387,0,5,5,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,140000
2040, الدمام,   حي ضاحية الملك فهد ,شرق,250,0,5,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,35000
2041, الدمام,   حي المدينة الصناعية الثانية ,جنوب,355,0,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,65000
2043, الدمام,   حي الجوهرة ,شمال,250,6,5,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,38000
2044, الدمام,   حي الشاطئ الغربي ,شمال,380,0,5,4,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,60000
2045, الدمام,   حي المنار ,شمال,350,0,7,5,3,1,1,1,1,0,0,0,0,1,0,0,1,0,0,100000
2046, الدمام,   حي ضاحية الملك فهد ,شمال,250,0,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37000
2047, الدمام,   حي ضاحية الملك فهد ,شمال,250,5,5,5,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,36000
2048, الدمام,   حي السيف ,غرب,300,11,6,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000
2049, الدمام,   حي الشعلة ,جنوب,300,3,4,5,4,1,1,1,1,0,1,0,0,0,0,0,1,1,0,70000
2050, الدمام,   حي طيبة ,شمال غربي,450,4,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,55000
2051, الدمام,   حي الخالدية الشمالية ,شرق,400,5,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,70000
2052, الدمام,   حي بدر ,غرب,230,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,33000
2053, الدمام,   حي المنار ,جنوب,200,0,7,5,2,1,1,0,1,1,1,1,0,1,0,1,1,0,0,60000
2054, الدمام,   حي الفرسان ,غرب,350,5,4,4,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,30000
2055, الدمام,   حي الاثير ,شرق,205,0,3,2,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,60000
2056, الدمام,   حي المنتزه ,غرب,387,0,5,5,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,140000
2057, الدمام,   حي ضاحية الملك فهد ,شرق,250,0,5,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,35000
2058, الدمام,   حي المدينة الصناعية الثانية ,جنوب,355,0,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,65000
2060, الدمام,   حي الجوهرة ,شمال,250,6,5,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,38000
2061, الدمام,   حي الشاطئ الغربي ,شمال,380,0,5,4,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,60000
2062, الدمام,   حي المنار ,شمال,350,0,7,5,3,1,1,1,1,0,0,0,0,1,0,0,1,0,0,100000
2063, الدمام,   حي ضاحية الملك فهد ,شمال,250,0,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37000
2064, الدمام,   حي ضاحية الملك فهد ,شمال,250,5,5,5,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,36000
2065, الدمام,   حي السيف ,غرب,300,11,6,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000
2066, الدمام,   حي الشعلة ,جنوب,300,3,4,5,4,1,1,1,1,0,1,0,0,0,0,0,1,1,0,70000
2067, الدمام,   حي طيبة ,شمال غربي,450,4,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,55000
2068, الدمام,   حي الخالدية الشمالية ,شرق,400,5,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,70000
2069, الدمام,   حي بدر ,غرب,230,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,33000
2070, الدمام,   حي المنار ,جنوب,200,0,7,5,2,1,1,0,1,1,1,1,0,1,0,1,1,0,0,60000
2071, الدمام,   حي الفرسان ,غرب,350,5,4,4,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,30000
2072, الدمام,   حي الاثير ,شرق,205,0,3,2,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,60000
2073, الدمام,   حي المنتزه ,غرب,387,0,5,5,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,140000
2074, الدمام,   حي ضاحية الملك فهد ,شرق,250,0,5,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,35000
2075, الدمام,   حي المدينة الصناعية الثانية ,جنوب,355,0,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,65000
2077, الدمام,   حي الجوهرة ,شمال,250,6,5,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,38000
2078, الدمام,   حي الشاطئ الغربي ,شمال,380,0,5,4,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,60000
2079, الدمام,   حي المنار ,شمال,350,0,7,5,3,1,1,1,1,0,0,0,0,1,0,0,1,0,0,100000
2080, الدمام,   حي ضاحية الملك فهد ,شمال,250,0,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37000
2081, الدمام,   حي ضاحية الملك فهد ,شمال,250,5,5,5,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,36000
2082, الدمام,   حي السيف ,غرب,300,11,6,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000
2083, الدمام,   حي الشعلة ,جنوب,300,3,4,5,4,1,1,1,1,0,1,0,0,0,0,0,1,1,0,70000
2084, الدمام,   حي طيبة ,شمال غربي,450,4,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,55000
2085, الدمام,   حي الخالدية الشمالية ,شرق,400,5,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,70000
2086, الدمام,   حي بدر ,غرب,230,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,33000
2087, الدمام,   حي المنار ,جنوب,200,0,7,5,2,1,1,0,1,1,1,1,0,1,0,1,1,0,0,60000
2088, الدمام,   حي الفرسان ,غرب,350,5,4,4,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,30000
2089, الدمام,   حي الاثير ,شرق,205,0,3,2,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,60000
2090, الدمام,   حي المنتزه ,غرب,387,0,5,5,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,140000
2091, الدمام,   حي ضاحية الملك فهد ,شرق,250,0,5,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,35000
2092, الدمام,   حي المدينة الصناعية الثانية ,جنوب,355,0,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,65000
2094, الدمام,   حي الجوهرة ,شمال,250,6,5,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,38000
2095, الدمام,   حي الشاطئ الغربي ,شمال,380,0,5,4,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,60000
2096, الدمام,   حي المنار ,شمال,350,0,7,5,3,1,1,1,1,0,0,0,0,1,0,0,1,0,0,100000
2097, الدمام,   حي ضاحية الملك فهد ,شمال,250,0,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37000
2098, الدمام,   حي ضاحية الملك فهد ,شمال,250,5,5,5,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,36000
2099, الدمام,   حي السيف ,غرب,300,11,6,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000
2100, الدمام,   حي الشعلة ,جنوب,300,3,4,5,4,1,1,1,1,0,1,0,0,0,0,0,1,1,0,70000
2101, الدمام,   حي طيبة ,شمال غربي,450,4,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,55000
2102, الدمام,   حي الخالدية الشمالية ,شرق,400,5,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,70000
2103, الدمام,   حي بدر ,غرب,230,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,33000
2104, الدمام,   حي المنار ,جنوب,200,0,7,5,2,1,1,0,1,1,1,1,0,1,0,1,1,0,0,60000
2105, الدمام,   حي الفرسان ,غرب,350,5,4,4,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,30000
2106, الدمام,   حي الاثير ,شرق,205,0,3,2,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,60000
2107, الدمام,   حي المنتزه ,غرب,387,0,5,5,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,140000
2108, الدمام,   حي ضاحية الملك فهد ,شرق,250,0,5,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,35000
2109, الدمام,   حي المدينة الصناعية الثانية ,جنوب,355,0,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,65000
2111, الدمام,   حي الجوهرة ,شمال,250,6,5,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,38000
2112, الدمام,   حي الشاطئ الغربي ,شمال,380,0,5,4,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,60000
2113, الدمام,   حي المنار ,شمال,350,0,7,5,3,1,1,1,1,0,0,0,0,1,0,0,1,0,0,100000
2114, الدمام,   حي ضاحية الملك فهد ,شمال,250,0,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37000
2115, الدمام,   حي ضاحية الملك فهد ,شمال,250,5,5,5,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,36000
2116, الدمام,   حي السيف ,غرب,300,11,6,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000
2117, الدمام,   حي الشعلة ,جنوب,300,3,4,5,4,1,1,1,1,0,1,0,0,0,0,0,1,1,0,70000
2118, الدمام,   حي طيبة ,شمال غربي,450,4,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,55000
2119, الدمام,   حي الخالدية الشمالية ,شرق,400,5,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,70000
2120, الدمام,   حي بدر ,غرب,230,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,33000
2121, الدمام,   حي المنار ,جنوب,200,0,7,5,2,1,1,0,1,1,1,1,0,1,0,1,1,0,0,60000
2122, الدمام,   حي الفرسان ,غرب,350,5,4,4,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,30000
2123, الدمام,   حي الاثير ,شرق,205,0,3,2,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,60000
2124, الدمام,   حي المنتزه ,غرب,387,0,5,5,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,140000
2125, الدمام,   حي ضاحية الملك فهد ,شرق,250,0,5,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,35000
2126, الدمام,   حي المدينة الصناعية الثانية ,جنوب,355,0,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,65000
2128, الدمام,   حي الجوهرة ,شمال,250,6,5,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,38000
2129, الدمام,   حي الشاطئ الغربي ,شمال,380,0,5,4,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,60000
2130, الدمام,   حي المنار ,شمال,350,0,7,5,3,1,1,1,1,0,0,0,0,1,0,0,1,0,0,100000
2131, الدمام,   حي ضاحية الملك فهد ,شمال,250,0,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37000
2132, الدمام,   حي ضاحية الملك فهد ,شمال,250,5,5,5,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,36000
2133, الدمام,   حي السيف ,غرب,300,11,6,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000
2134, الدمام,   حي الشعلة ,جنوب,300,3,4,5,4,1,1,1,1,0,1,0,0,0,0,0,1,1,0,70000
